07 Dec 2018 10:17:34.814 INFO  [main] - [Main] - Создан пользователь: Зарема id=0 balance=1096
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-1] - [service.Transaction] - Успешный перевод на сумму 40 от Айдар к Анжиолетта! Остаток: Айдар-2604, Анжиолетта-1609
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 806 от Айгерим к Вацлав! Остаток: Айгерим-655, Вацлав-4237
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-1] - [service.Transaction] - Успешный перевод на сумму 831 от Алиса к Весна! Остаток: Алиса-1548, Весна-4605
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-1] - [service.Transaction] - Успешный перевод на сумму 684 от Ивета к Вацлав! Остаток: Ивета-542, Вацлав-4921
07 Dec 2018 10:17:34.834 ERROR [pool-1-thread-3] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\30 (The system cannot find the file specified)
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-1] - [service.Transaction] - Успешный перевод на сумму 919 от Вацлав к Алиса! Остаток: Вацлав-4002, Алиса-2467
07 Dec 2018 10:17:34.834 WARN  [pool-1-thread-4] - [service.Transaction] - Недостаточно средств на счете 22 пользователя Ивета
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 712 от Геральд к Айдар! Остаток: Геральд-5792, Айдар-3316
07 Dec 2018 10:17:34.834 ERROR [pool-1-thread-1] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\31 (The system cannot find the file specified)
07 Dec 2018 10:17:34.834 WARN  [pool-1-thread-4] - [service.Transaction] - Невозможно выполнить перевод самому себе. Счет 2, пользователь Алиса
07 Dec 2018 10:17:34.834 WARN  [pool-1-thread-1] - [service.Transaction] - Невозможно выполнить перевод самому себе. Счет 5, пользователь Денис
07 Dec 2018 10:17:34.834 ERROR [pool-1-thread-4] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\30 (The system cannot find the file specified)
07 Dec 2018 10:17:34.834 ERROR [pool-1-thread-2] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\30 (The system cannot find the file specified)
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 893 от Альбина к Авигея! Остаток: Альбина-3145, Авигея-1214
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 1735 от Весна к Вацлав! Остаток: Весна-2870, Вацлав-5737
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 399 от Ветта к Гаянэ! Остаток: Ветта-6458, Гаянэ-2732
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 1001 от Замира к Антип! Остаток: Замира-9914, Антип-5881
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 1882 от Валерьян к Ванда! Остаток: Валерьян-3639, Ванда-4299
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 580 от Ванда к Анжела! Остаток: Ванда-3719, Анжела-8418
07 Dec 2018 10:17:34.834 ERROR [pool-1-thread-2] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\31 (The system cannot find the file specified)
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 1653 от Витольд к Валерьян! Остаток: Витольд-7286, Валерьян-5292
07 Dec 2018 10:17:34.834 INFO  [pool-1-thread-1] - [service.Transaction] - Успешный перевод на сумму 470 от Дита к Анжиолетта! Остаток: Дита-405, Анжиолетта-2079
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 1557 от Антип к Замира! Остаток: Антип-4324, Замира-11471
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 998 от Василиса к Алиса! Остаток: Василиса-3493, Алиса-3465
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 772 от Вацлав к Денис! Остаток: Вацлав-4965, Денис-10835
07 Dec 2018 10:17:34.835 WARN  [pool-1-thread-3] - [service.Transaction] - Недостаточно средств на счете 22 пользователя Ивета
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 23 от Ветта к Альбина! Остаток: Ветта-6435, Альбина-3168
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 959 от Габриэлла к Гаянэ! Остаток: Габриэлла-2879, Гаянэ-3691
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 329 от Ивета к Гаянэ! Остаток: Ивета-213, Гаянэ-4020
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 441 от Валерьян к Витольд! Остаток: Валерьян-4851, Витольд-7727
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 1878 от Ванда к Гаспар! Остаток: Ванда-1841, Гаспар-8039
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 1250 от Вацлав к Айдар! Остаток: Вацлав-3715, Айдар-4566
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 380 от Замира к Ивета! Остаток: Замира-11091, Ивета-593
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 619 от Варфоломей к Айрат! Остаток: Варфоломей-5604, Айрат-2623
07 Dec 2018 10:17:34.835 ERROR [pool-1-thread-3] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\30 (The system cannot find the file specified)
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 316 от Витольд к Валерьян! Остаток: Витольд-7411, Валерьян-5167
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 1056 от Гаянэ к Вацлав! Остаток: Гаянэ-2964, Вацлав-4771
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 886 от Альбина к Авдотья! Остаток: Альбина-2282, Авдотья-1275
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 563 от Валерьян к Ивета! Остаток: Валерьян-4604, Ивета-1156
07 Dec 2018 10:17:34.835 WARN  [pool-1-thread-2] - [service.Transaction] - Недостаточно средств на счете 16 пользователя Авдотья
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 1494 от Анжела к Василиса! Остаток: Анжела-6924, Василиса-4987
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-1] - [service.Transaction] - Успешный перевод на сумму 254 от Гаянэ к Ванда! Остаток: Гаянэ-2710, Ванда-2095
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 534 от Альбина к Ветта! Остаток: Альбина-1748, Ветта-6969
07 Dec 2018 10:17:34.835 WARN  [pool-1-thread-1] - [service.Transaction] - Недостаточно средств на счете 0 пользователя Зарема
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 921 от Гаянэ к Весна! Остаток: Гаянэ-1789, Весна-3791
07 Dec 2018 10:17:34.835 INFO  [pool-1-thread-1] - [service.Transaction] - Успешный перевод на сумму 1664 от Генриетта к Айгерим! Остаток: Генриетта-1921, Айгерим-2319
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 968 от Генриетта к Гаянэ! Остаток: Генриетта-953, Гаянэ-2757
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 743 от Авдотья к Василиса! Остаток: Авдотья-532, Василиса-5730
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 68 от Вацлав к Ивета! Остаток: Вацлав-4703, Ивета-1224
07 Dec 2018 10:17:34.836 WARN  [pool-1-thread-2] - [service.Transaction] - Недостаточно средств на счете 1 пользователя Дита
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 798 от Гаянэ к Геральд! Остаток: Гаянэ-1959, Геральд-6590
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 99 от Ивета к Афанасия! Остаток: Ивета-1125, Афанасия-7634
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 1376 от Денис к Габриэлла! Остаток: Денис-9459, Габриэлла-4255
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 1108 от Гаянэ к Витольд! Остаток: Гаянэ-851, Витольд-8519
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 1370 от Денис к Айдар! Остаток: Денис-8089, Айдар-5936
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 99 от Валерьян к Вацлав! Остаток: Валерьян-4505, Вацлав-4802
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 1758 от Габриэлла к Альбина! Остаток: Габриэлла-2497, Альбина-3506
07 Dec 2018 10:17:34.836 WARN  [pool-1-thread-2] - [service.Transaction] - Недостаточно средств на счете 28 пользователя Гаянэ
07 Dec 2018 10:17:34.836 WARN  [pool-1-thread-3] - [service.Transaction] - Недостаточно средств на счете 16 пользователя Авдотья
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-1] - [service.Transaction] - Успешный перевод на сумму 1008 от Варфоломей к Ванда! Остаток: Варфоломей-4596, Ванда-3103
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-1] - [service.Transaction] - Успешный перевод на сумму 1020 от Гаспар к Анжиолетта! Остаток: Гаспар-7019, Анжиолетта-3099
07 Dec 2018 10:17:34.836 ERROR [pool-1-thread-4] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\30 (The system cannot find the file specified)
07 Dec 2018 10:17:34.836 ERROR [pool-1-thread-3] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\30 (The system cannot find the file specified)
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-1] - [service.Transaction] - Успешный перевод на сумму 433 от Вацлав к Геральд! Остаток: Вацлав-4369, Геральд-7023
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 1609 от Альбина к Василиса! Остаток: Альбина-1897, Василиса-7339
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 580 от Алиса к Витольд! Остаток: Алиса-2885, Витольд-9099
07 Dec 2018 10:17:34.836 WARN  [pool-1-thread-1] - [service.Transaction] - Недостаточно средств на счете 1 пользователя Дита
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 372 от Ивета к Варфоломей! Остаток: Ивета-753, Варфоломей-4968
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 528 от Анжиолетта к Весна! Остаток: Анжиолетта-2571, Весна-4319
07 Dec 2018 10:17:34.836 WARN  [pool-1-thread-2] - [service.Transaction] - Невозможно выполнить перевод самому себе. Счет 26, пользователь Валерьян
07 Dec 2018 10:17:34.836 WARN  [pool-1-thread-3] - [service.Transaction] - Недостаточно средств на счете 15 пользователя Авигея
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 1916 от Ванда к Василиса! Остаток: Ванда-1187, Василиса-9255
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 1317 от Вацлав к Зарема! Остаток: Вацлав-3052, Зарема-1793
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 72 от Агата к Денис! Остаток: Агата-5969, Денис-8161
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 647 от Анжела к Генриетта! Остаток: Анжела-6277, Генриетта-1600
07 Dec 2018 10:17:34.836 ERROR [pool-1-thread-1] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\31 (The system cannot find the file specified)
07 Dec 2018 10:17:34.836 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 1082 от Варфоломей к Гаянэ! Остаток: Варфоломей-3886, Гаянэ-1933
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 1636 от Геральд к Айгерим! Остаток: Геральд-5387, Айгерим-3955
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 1676 от Анжела к Замира! Остаток: Анжела-4601, Замира-12767
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 579 от Айгерим к Зарема! Остаток: Айгерим-3376, Зарема-2372
07 Dec 2018 10:17:34.837 WARN  [pool-1-thread-3] - [service.Transaction] - Невозможно выполнить перевод самому себе. Счет 9, пользователь Антип
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-1] - [service.Transaction] - Успешный перевод на сумму 1772 от Альбина к Весна! Остаток: Альбина-125, Весна-6091
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 1975 от Гаспар к Авдотья! Остаток: Гаспар-5044, Авдотья-2507
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 115 от Анжела к Денис! Остаток: Анжела-4486, Денис-8276
07 Dec 2018 10:17:34.837 WARN  [pool-1-thread-3] - [service.Transaction] - Невозможно выполнить перевод самому себе. Счет 24, пользователь Геральд
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 481 от Антип к Гаянэ! Остаток: Антип-3843, Гаянэ-2414
07 Dec 2018 10:17:34.837 ERROR [pool-1-thread-1] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\31 (The system cannot find the file specified)
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 1481 от Замира к Гаянэ! Остаток: Замира-11286, Гаянэ-3895
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 186 от Геральд к Агата! Остаток: Геральд-5201, Агата-6155
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 335 от Денис к Ванда! Остаток: Денис-7941, Ванда-1522
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 466 от Айгерим к Весна! Остаток: Айгерим-2910, Весна-6557
07 Dec 2018 10:17:34.837 ERROR [pool-1-thread-1] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\31 (The system cannot find the file specified)
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 256 от Денис к Габриэлла! Остаток: Денис-7685, Габриэлла-2753
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 1772 от Гаспар к Зарема! Остаток: Гаспар-3272, Зарема-4144
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 587 от Валерьян к Айгерим! Остаток: Валерьян-3918, Айгерим-3497
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 1897 от Алиса к Замира! Остаток: Алиса-988, Замира-13183
07 Dec 2018 10:17:34.837 ERROR [pool-1-thread-1] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\31 (The system cannot find the file specified)
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 113 от Витольд к Айдар! Остаток: Витольд-8986, Айдар-6049
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 919 от Айгерим к Габриэлла! Остаток: Айгерим-2578, Габриэлла-3672
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-2] - [service.Transaction] - Успешный перевод на сумму 1802 от Анжиолетта к Гаянэ! Остаток: Анжиолетта-769, Гаянэ-5697
07 Dec 2018 10:17:34.837 WARN  [pool-1-thread-1] - [service.Transaction] - Недостаточно средств на счете 22 пользователя Ивета
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 436 от Анжиолетта к Витольд! Остаток: Анжиолетта-333, Витольд-9422
07 Dec 2018 10:17:34.837 WARN  [pool-1-thread-2] - [service.Transaction] - Недостаточно средств на счете 1 пользователя Дита
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 990 от Варфоломей к Авигея! Остаток: Варфоломей-2896, Авигея-2204
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 413 от Афанасия к Авдотья! Остаток: Афанасия-7221, Авдотья-2920
07 Dec 2018 10:17:34.837 WARN  [pool-1-thread-4] - [service.Transaction] - Недостаточно средств на счете 27 пользователя Анжиолетта
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 496 от Василиса к Дита! Остаток: Василиса-8759, Дита-901
07 Dec 2018 10:17:34.837 ERROR [pool-1-thread-2] - [utilities.DBUtility] - Ошибка при попытке получить пользователя: src\main\java\accounts\30 (The system cannot find the file specified)
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-4] - [service.Transaction] - Успешный перевод на сумму 796 от Афанасия к Ветта! Остаток: Афанасия-6425, Ветта-7765
07 Dec 2018 10:17:34.837 INFO  [pool-1-thread-3] - [service.Transaction] - Успешный перевод на сумму 396 от Агата к Антип! Остаток: Агата-5759, Антип-4239
